Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating;
Jampack Volume 13 (RP-M),PS2,2005,Misc,Sony Computer Entertainment,0.37,0.01,0,0.06,0.44,,,,,,;
World Soccer Winning Eleven 9,XB,2005,Sports,Konami Digital Entertainment,0.06,0.33,0.02,0.03,0.44,89,19,7.9,9,KCET,E;
NBA Live 2000,N64,1999,Sports,Electronic Arts,0.42,0.02,0,0,0.44,,,,,,;
Teenage Mutant Ninja Turtles 2: Battle Nexus,PS2,2004,Action,Konami Digital Entertainment,0.22,0.17,0,0.06,0.44,47,25,7.8,12,KCE Studios,T;
The Thing,PS2,2002,Adventure,Vivendi Games,0.22,0.17,0,0.06,0.44,78,27,7.4,41,Computer Artworks,M;
Van Helsing,PS2,2004,Action,Activision,0.22,0.17,0,0.06,0.44,64,41,8.5,19,Saffire,T;
Virtua Tennis 4,PS3,2011,Sports,Sega,0.09,0.24,0.03,0.08,0.44,69,49,6.6,28,Sega,E;
X-Men Legends II: Rise of Apocalypse,XB,2005,Role-Playing,Activision,0.3,0.12,0,0.02,0.44,84,50,8.7,199,Raven Software,T;
Wolfenstein: The New Order,PS3,2014,Shooter,Bethesda Softworks,0.14,0.21,0.02,0.07,0.44,,,7.1,115,MachineGames,M;
Skylanders: Trap Team,PS4,2014,Action,Activision,0.19,0.18,0,0.07,0.44,78,46,5.6,32,Toys for Bob,E10+;
Transformers: Revenge of the Fallen (Wii & PS2 Version),DS,2009,Action,Activision,0.26,0.14,0,0.04,0.44,,,,,,;
Spawn: Armageddon,PS2,2003,Action,Electronic Arts,0.22,0.17,0,0.06,0.44,56,33,7.4,21,Point of View,M;
The Godfather (US sales),XB,2006,Action,Electronic Arts,0.33,0.1,0,0.02,0.44,,,,,,;
Sid Meier's Civilization Revolution,DS,2008,Strategy,Take-Two Interactive,0.37,0.03,0.02,0.03,0.44,80,26,7.7,21,Firaxis Games,E10+;
World Stadium EX,PS,1996,Sports,Namco Bandai Games,0,0,0.41,0.03,0.44,,,,,,;
Tiger Woods PGA Tour 2003,XB,2002,Sports,Electronic Arts,0.35,0.08,0,0.01,0.44,88,14,8.5,11,EA Sports,E;
Battlefield 2: Modern Combat,PS2,2005,Shooter,Electronic Arts,0.37,0.01,0,0.06,0.44,80,42,8.5,65,Digital Illusions,T;
50 Cent: Bulletproof,XB,2005,Action,Vivendi Games,0.33,0.1,0,0.02,0.44,50,14,5.9,21,Genuine Games,M;
Densetsu no Stafi 2,GBA,2003,Platform,Nintendo,0,0,0.43,0.01,0.44,,,,,,;
Independence Day,PS,1997,Shooter,Fox Interactive,0.25,0.17,0,0.03,0.44,,,,,,;
Tony Hawk's Proving Ground,PS3,2007,Sports,Activision,0.36,0.04,0,0.04,0.44,73,36,6.6,17,Neversoft Entertainment,T;
Chocobo Racing,PS,1999,Racing,SquareSoft,0.07,0.05,0.3,0.03,0.44,,,,,,;
Disney Infinity 2.0: Marvel Super Heroes,XOne,2014,Action,Disney Interactive Studios,0.25,0.15,0,0.04,0.44,,,,,,;
LEGO Star Wars II: The Original Trilogy,XB,2006,Action,LucasArts,0.33,0.1,0,0.02,0.44,85,27,8.6,15,Traveller's Tales,E10+;
Viking: Battle for Asgard,X360,2008,Action,Sega,0.16,0.23,0,0.05,0.44,68,67,8,88,Creative Assembly,M;
Petz: Catz 2,Wii,2007,Simulation,Ubisoft,0.4,0.01,0,0.03,0.44,,,5.8,6,Ubisoft,E;
Gundam SEED: Federation vs. Z.A.F.T.,PS2,2005,Shooter,Namco Bandai Games,0,0,0.44,0,0.44,,,,,,;
Ms. Pac-Man Maze Madness,PS,2000,Puzzle,Namco Bandai Games,0.25,0.17,0,0.03,0.44,,,,,,;
Blood Omen: Legacy of Kain,PS,1996,Role-Playing,Crystal Dynamics,0.25,0.17,0,0.03,0.44,,,,,,;
Super Bomberman 4,SNES,1996,Puzzle,Hudson Soft,0,0,0.44,0,0.44,,,,,,;
Fable,X360,2014,Role-Playing,Microsoft Game Studios,0.25,0.15,0.01,0.04,0.44,,,,,,;
Family Fest Presents Circus Games,Wii,2008,Misc,Ubisoft,0.1,0.29,0,0.05,0.44,,,tbd,,Kuju Entertainment,E;
Dance Dance Revolution: Hottest Party 3,Wii,2009,Simulation,Konami Digital Entertainment,0.26,0.14,0,0.04,0.44,66,5,8.2,5,Konami,E10+;
Bomberman II,NES,1991,Puzzle,Hudson Soft,0.16,0.03,0.15,0.1,0.44,,,,,,;
Duke Nukem 64,N64,1997,Shooter,GT Interactive,0.35,0.08,0,0.01,0.44,,,,,,;
Transformers: Dark of the Moon - Autobots/Decepticons,DS,2011,Action,Activision,0.32,0.08,0,0.03,0.44,,,,,,;
The Urbz: Sims in the City (all regions sales),DS,2004,Simulation,Electronic Arts,0.4,0.01,0.02,0,0.44,,,,,,;
Super Robot Taisen OG: Original Generations,PS2,2007,Strategy,Banpresto,0,0,0.44,0,0.44,,,,,,;
G-Force,Wii,2009,Action,Disney Interactive Studios,0.19,0.2,0,0.05,0.44,69,6,8,6,Eurocom Entertainment Software,E10+;
Army Men World War: Final Front,PS,2001,Action,3DO,0.24,0.17,0,0.03,0.44,,,,,,;
Transformers: Fall of Cybertron,X360,2012,Action,Activision,0.28,0.12,0,0.04,0.44,79,52,8.3,160,High Moon Studios,T;
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010,Shooter,Sony Computer Entertainment,0.17,0.13,0.06,0.08,0.44,74,51,8,20,Slant Six,T;
MX Unleashed,XB,2004,Racing,THQ,0.34,0.08,0,0.02,0.44,81,18,9.3,12,Rainbow Studios,E;
Puppy Luv: Spa and Resort,DS,2007,Simulation,Activision,0.4,0,0,0.03,0.44,,,tbd,,Humagade,E;
Jikkyou Powerful Pro Yakyuu 9,PS2,2002,Sports,Konami Digital Entertainment,0,0,0.44,0,0.44,,,,,,;
Grind Session,PS,2000,Sports,Sony Computer Entertainment,0.24,0.17,0,0.03,0.44,,,,,,;
Naruto: Gekito Ninja Taisen! 3,GC,2004,Fighting,Tomy Corporation,0,0,0.43,0.01,0.44,,,,,,;
Madden NFL 12,Wii,2011,Sports,Electronic Arts,0.41,0,0,0.03,0.44,,,6.2,5,EA Tiburon,E;
Wario World,GC,2003,Platform,Nintendo,0.34,0.09,0,0.01,0.44,71,30,7.2,44,Treasure,E;
DmC: Devil May Cry,X360,2013,Action,Capcom,0.26,0.12,0.01,0.04,0.44,86,65,5.1,1438,Ninja Theory,M;
Scooby-Doo! Mystery Mayhem,GBA,2003,Action,THQ,0.31,0.12,0,0.01,0.44,53,6,tbd,,Artificial Mind and Movement,E;
Super Breakout,2600,N/A,Puzzle,Atari,0.41,0.03,0,0,0.44,,,,,,;
FIFA Soccer 13,PSV,2012,Action,Electronic Arts,0,0.28,0.05,0.11,0.44,57,9,4.1,89,Electronic Arts,E;
The Legend of Spyro: Dawn of the Dragon,PS3,2008,Platform,Vivendi Games,0.19,0.18,0,0.07,0.44,59,22,6.6,36,Etranges Libellules,E10+;
Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,PS2,2003,Misc,Namco Bandai Games,0,0,0.44,0,0.44,,,,,,;
Samurai Warriors 3,Wii,2009,Action,Nintendo,0.09,0.02,0.32,0.01,0.44,55,26,7.2,22,Omega Force,T;
Ben 10 Alien Force: Vilgax Attacks,Wii,2009,Action,D3Publisher,0.25,0.14,0,0.04,0.44,65,5,4,6,Papaya Studios,E10+;
TimeSplitters 2,GC,2002,Shooter,Eidos Interactive,0.34,0.09,0,0.01,0.44,88,18,9,65,Free Radical Design,T;
Battlebots: Design & Destroy,GBA,2003,Action,Majesco Entertainment,0.31,0.12,0,0.01,0.44,,,,,,;
Robert Ludlum's The Bourne Conspiracy,X360,N/A,Action,Vivendi Games,0.26,0.13,0,0.04,0.44,71,72,7.2,63,High Moon Studios,T;
Eternal Darkness: Sanity's Requiem,GC,2002,Adventure,Nintendo,0.34,0.09,0,0.01,0.44,92,41,8.7,173,Silicon Knights,M;
Food Network: Cook or Be Cooked,Wii,2009,Misc,Namco Bandai Games,0.41,0,0,0.03,0.44,53,8,6.8,5,Red Fly Studio,E;
Power Rangers: S.P.D.,GBA,2004,Action,THQ,0.31,0.12,0,0.01,0.44,,,tbd,,Natsume,E10+;
Naruto: Ultimate Ninja 3,PS2,2005,Fighting,Atari,0.36,0.01,0,0.06,0.44,75,24,8.7,33,CyberConnect2,T;
The Darkness,X360,2007,Shooter,Take-Two Interactive,0.36,0.04,0.01,0.03,0.44,82,63,8.1,196,Starbreeze,M;
Thrillville: Off the Rails,Wii,2007,Strategy,LucasArts,0.38,0.02,0,0.03,0.44,70,14,2.8,40,Frontier Developments,E10+;
Jump Start Pet Rescue,Wii,2009,Misc,Knowledge Adventure,0.41,0,0,0.03,0.44,,,,,,;
SingStar Motown,PS2,2009,Misc,Sony Computer Entertainment,0,0.06,0,0.38,0.44,,,,,,;
Child of Eden,X360,2011,Shooter,Ubisoft,0.28,0.12,0,0.04,0.44,84,81,7.7,95,Q Entertainment,E10+;
Neon Genesis Evangelion,SAT,1996,Adventure,Sega,0,0,0.44,0,0.44,,,,,,;
Mobile Suit Gundam: One Year War,PS2,2005,Action,Namco Bandai Games,0,0,0.44,0,0.44,,,,,,;
Spider-Man: Shattered Dimensions,PS3,2010,Action,Activision,0.26,0.12,0,0.05,0.44,74,57,7.5,96,Beenox,T;
Tongari Boushi to Mahou no Otana,DS,2010,Simulation,Konami Digital Entertainment,0,0,0.44,0,0.44,,,,,,;
NFL Blitz 20-03,PS2,2002,Sports,Midway Games,0.21,0.17,0,0.06,0.44,73,15,8.6,5,Point of View,E;
SpongeBob's Atlantis SquarePantis,PS2,2007,Action,THQ,0.36,0.01,0,0.06,0.44,,,tbd,,THQ,E;
Eternal Sonata,PS3,2008,Role-Playing,Atari,0.19,0.12,0.07,0.05,0.44,80,34,7.8,117,Tri-Crescendo,T;
SingStar Queen,PS3,2009,Misc,Sony Computer Entertainment,0.11,0.25,0,0.07,0.44,,,,,,;
Karaoke Revolution,Wii,2009,Misc,Konami Digital Entertainment,0.24,0.15,0,0.04,0.44,63,4,tbd,,Blitz Games Studios,T;
Star Wars: Jedi Starfighter,XB,2002,Simulation,Activision,0.35,0.07,0,0.02,0.44,78,22,5.2,5,Secret Level,T;
Walk it Out!,Wii,2010,Sports,Konami Digital Entertainment,0.35,0.05,0,0.03,0.44,,,,,,;
Classic NES Series: Metroid,GBA,2004,Adventure,Nintendo,0.26,0.1,0.07,0.01,0.43,58,9,8.6,18,Nintendo,E;
Nicktoons: Attack of the Toybots,Wii,2007,Platform,THQ,0.4,0,0,0.03,0.43,60,4,6,8,Blue Tongue Entertainment,E;
Primal,PS2,2003,Action,Sony Computer Entertainment,0.21,0.17,0,0.06,0.43,73,36,8.6,53,SCEE,M;
Need for Speed: Shift 2 Unleashed,X360,2011,Racing,Electronic Arts,0.18,0.21,0,0.04,0.43,,,,,,;
Yu-Gi-Oh! 5D's Tag Force 4,PSP,2009,Strategy,Konami Digital Entertainment,0.19,0.07,0.12,0.05,0.43,,,,,,;
Ninja Gaiden 3,PS3,2012,Action,Tecmo Koei,0.19,0.09,0.11,0.05,0.43,58,43,5,152,Team Ninja,M;
Band Hero,DS,2009,Misc,Activision,0.2,0.19,0,0.04,0.43,65,18,7,4,Vicarious Visions,E10+;
Need for Speed Underground 2,GBA,2004,Racing,Electronic Arts,0.31,0.12,0,0.01,0.43,72,8,8.2,13,Pocketeers,E;
Madden NFL 2002,N64,2001,Sports,Electronic Arts,0.41,0.02,0,0,0.43,,,,,,;
007: Quantum of Solace,PS2,2008,Action,Activision,0.17,0,0,0.26,0.43,,,,,,;
Master of Illusion,DS,2006,Puzzle,Nintendo,0.16,0,0.26,0.01,0.43,69,20,tbd,,Tenyo,E;
Spec Ops: Covert Assault,PS,2001,Shooter,Take-Two Interactive,0.24,0.16,0,0.03,0.43,,,tbd,,Runecraft,T;
SSX Tricky,XB,2001,Sports,Electronic Arts,0.32,0.09,0,0.02,0.43,88,22,8.5,11,EA Sports Big,E;
Flight Control Rocket,GBA,2005,Simulation,THQ,0.31,0.12,0,0.01,0.43,,,,,,;
Tetris Axis,3DS,2011,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43,74,33,6.8,28,Hudson Soft,E;
Borderlands: The Handsome Collection,XOne,2015,Shooter,Take-Two Interactive,0.26,0.13,0,0.04,0.43,80,11,7.8,119,Gearbox Software,M;
Sleeping Dogs,PS4,2014,Action,Square Enix,0.16,0.2,0,0.07,0.43,,,,,,;
NiGHTS into dreams...,SAT,1996,Platform,Sega,0,0,0.43,0,0.43,,,,,,;
NCAA Football 2004,XB,2003,Sports,Electronic Arts,0.4,0.02,0,0.02,0.43,88,13,8.8,19,EA Sports,E;
Bionicle,PS2,2003,Action,Electronic Arts,0.21,0.17,0,0.06,0.43,51,7,3.6,16,Argonaut Games,E;
Hyrule Warriors,3DS,2016,Action,Nintendo,0.17,0.13,0.11,0.03,0.43,,,,,,;
DanceStar Party,PS3,2011,Misc,Sony Computer Entertainment,0,0.34,0,0.1,0.43,,,,,,;
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Fighting,Namco Bandai Games,0.15,0.14,0.09,0.06,0.43,73,26,7.5,100,CyberConnect2,T;
Naughty Bear,PS3,2010,Action,505 Games,0.18,0.18,0,0.07,0.43,43,31,5.5,49,Artificial Mind and Movement,T;
MLB 2002,PS,2001,Sports,Sony Computer Entertainment,0.24,0.16,0,0.03,0.43,76,5,8.1,8,989 Sports,E;
Deadpool,X360,2013,Action,Activision,0.26,0.13,0,0.04,0.43,62,49,7.4,368,High Moon Studios,M;
Lego Batman 3: Beyond Gotham,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.23,0.17,0,0.04,0.43,74,25,7.1,36,TT Games,E10+;
MLB 14: The Show,PS3,2014,Sports,Sony Computer Entertainment America,0.35,0,0,0.08,0.43,81,26,6.8,79,SCEA San Diego Studios,E;
TimeSplitters,PS2,2000,Shooter,Eidos Interactive,0.21,0.17,0,0.06,0.43,81,23,8,40,Free Radical Design,T;
Barnstorming,2600,1981,Action,Activision,0.4,0.02,0,0,0.43,,,,,,;
InuYasha: The Secret of the Cursed Mask,PS2,2004,Role-Playing,Namco Bandai Games,0.21,0.17,0,0.06,0.43,51,7,8.1,28,Kamui,T;
The Powerpuff Girls: Him and Seek,GBA,2002,Platform,BAM! Entertainment,0.31,0.11,0,0.01,0.43,,,,,,;
Mega Man Zero 2,GBA,2003,Platform,Capcom,0.18,0.07,0.17,0.01,0.43,81,17,8.6,18,Inti,E;
Wonder Project J: Kikai no Shonen Pino,SNES,1994,Simulation,Enix Corporation,0,0,0.43,0,0.43,,,,,,;
Payday 2,PS3,2013,Shooter,505 Games,0.22,0.14,0,0.08,0.43,74,12,6.2,181,Overkill Software,M;
WWE 2K16,X360,2015,Sports,Take-Two Interactive,0.27,0.12,0,0.04,0.43,,,5.4,25,Yuke's,T;
Dragon Ball Z: Shin Budokai - Another Road,PSP,2007,Fighting,Atari,0.19,0.09,0.08,0.07,0.43,,,,,,;
The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.31,0.11,0,0.01,0.43,,,,,,;
Mass Effect Trilogy,PS3,2012,Action,Electronic Arts,0.37,0,0,0.06,0.43,,,8.7,63,BioWare,M;
Ghostbusters: The Video Game,PS2,2009,Action,Atari,0.15,0.04,0,0.24,0.43,64,9,8.7,6,War Drum Studios,E10+;
Hunter: The Reckoning  Wayward,PS2,2003,Action,Interplay,0.21,0.16,0,0.06,0.43,68,27,8.8,16,High Voltage Software,M;
Mischief Makers,N64,1997,Platform,Nintendo,0.25,0.06,0.07,0.06,0.43,,,,,,;
WipEout 64,N64,1998,Racing,Midway Games,0.28,0.14,0,0.01,0.43,,,,,,;
EyeToy: AntiGrav,PS2,2004,Sports,Sony Computer Entertainment,0.36,0.01,0,0.06,0.43,71,38,7.8,5,Harmonix Music Systems,E;
Dora the Explorer: Dora Puppy,DS,2009,Misc,Take-Two Interactive,0.39,0.01,0,0.03,0.43,,,,,,;
EverQuest Online Adventures,PS2,2003,Role-Playing,Sony Online Entertainment,0.21,0.16,0,0.05,0.43,74,22,8.2,33,Sony Online Entertainment,T;
OkamiDen,DS,2010,Adventure,Capcom,0.21,0.06,0.13,0.02,0.43,82,48,7.9,53,Capcom,E10+;
Cool Boarders,PS,1996,Sports,Sony Computer Entertainment,0.1,0.07,0.24,0.03,0.43,,,,,,;
Hometown Story,3DS,2013,Role-Playing,Rising Star Games,0.23,0.12,0.04,0.04,0.43,47,14,6,24,TOYBOX,E10+;
Just Dance 4,PS3,2012,Misc,Ubisoft,0.26,0.11,0,0.06,0.43,77,5,7.1,29,Ubisoft,E10+;
Mobile Suit Gundam: Zeonic Front,PS2,2001,Simulation,Namco Bandai Games,0.09,0.07,0.25,0.02,0.43,71,12,8.8,23,Sunrise Interactive,T;
Monopoly,PS2,2008,Misc,Electronic Arts,0.21,0.16,0,0.05,0.43,,,7.2,6,Electronic Arts,E;
TouchMaster 3,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,0.29,0.11,0,0.04,0.43,68,7,tbd,,Hijinx Studios,E;
Dawn of Mana,PS2,2006,Role-Playing,Square Enix,0.07,0.05,0.29,0.02,0.43,57,27,6.8,11,Square Enix,T;
Castlevania: Dawn of Sorrow,DS,2005,Platform,Konami Digital Entertainment,0.34,0.03,0.03,0.03,0.43,89,52,8.5,171,Konami,T;
Max Payne 3,PC,2012,Shooter,Take-Two Interactive,0.16,0.22,0,0.05,0.43,87,30,7.6,2202,Rockstar Studios,M;
Barbie: Groom and Glam Pups,DS,2010,Action,THQ,0.25,0.14,0,0.04,0.43,,,tbd,,Game Machine Studios,E;
Tales of the World: Radiant Mythology,PSP,2006,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43,66,27,7.8,25,Alfa System,T;
Petz Bunnyz,DS,2008,Simulation,Ubisoft,0.39,0.01,0,0.03,0.43,,,tbd,,Digital Kids,E;
Alpha Protocol,PS3,2010,Role-Playing,Sega,0.19,0.17,0,0.07,0.43,64,49,6.9,117,Obsidian Entertainment,M;
Wolfenstein: The Old Blood,PS4,2015,Action,Bethesda Softworks,0.1,0.25,0.02,0.06,0.43,76,54,8,267,MachineGames,;
Deer Drive,DS,2010,Sports,Mastiff,0.4,0,0,0.02,0.43,,,tbd,,Mastiff,T;
Petz: Horsez 2,DS,2007,Simulation,Ubisoft,0.39,0,0,0.03,0.43,,,tbd,,Virtual Toys,E;
Rayman Legends,X360,2013,Platform,Ubisoft,0.19,0.2,0,0.04,0.43,90,35,8.2,217,Ubisoft Montpellier,E10+;
Madden NFL 2003,GC,2002,Sports,Electronic Arts,0.33,0.09,0,0.01,0.43,92,13,8.5,17,EA Sports,E;
Backyard Baseball,GBA,2002,Sports,Atari,0.31,0.11,0,0.01,0.43,,,,,,;
Midway Arcade Treasures,XB,2003,Misc,Midway Games,0.33,0.08,0,0.01,0.43,74,22,tbd,,Midway,T;
Disney Sing It,X360,2008,Misc,Disney Interactive Studios,0.39,0.01,0,0.03,0.43,53,10,5.2,6,Zoe Mode,E;
Remington Great American Bird Hunt,Wii,2009,Sports,Mastiff,0.4,0,0,0.03,0.43,,,tbd,,Kouyousha,T;
Microsoft Flight Simulator X,PC,2006,Simulation,Microsoft Game Studios,0.02,0.36,0,0.05,0.43,80,28,7.6,95,Microsoft Game Studios,E;
Bakugan: Battle Brawlers,PS2,2009,Action,Activision,0.21,0.16,0,0.05,0.43,,,5.7,7,Now Production,E;
NHL FaceOff 99,PS,1997,Sports,989 Studios,0.24,0.16,0,0.03,0.43,,,,,,;
SEGA Classics Collection,PS2,2005,Misc,Sega,0.21,0.16,0,0.05,0.43,46,18,6.7,6,Sega,T;
Crash: Mind Over Mutant,Wii,2008,Platform,Vivendi Games,0.35,0.05,0,0.03,0.43,70,13,6.6,16,Radical Entertainment,E10+;
Naruto: Ninja Council 3,DS,2006,Action,D3Publisher,0.39,0,0,0.03,0.42,56,23,6.5,13,Aspect,E10+;
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011,Strategy,Banpresto,0,0,0.42,0,0.42,,,,,,;
Neon Genesis Evangelion 2nd Impression,SAT,1997,Role-Playing,Sega,0,0,0.42,0,0.42,,,,,,;
NBA Street,GC,2002,Sports,Electronic Arts,0.33,0.09,0,0.01,0.42,88,15,8.6,7,EA Sports,E;
Def Jam Icon,PS3,2007,Action,Electronic Arts,0.16,0.19,0,0.08,0.42,68,38,4.4,40,EA Chicago,M;
2014 FIFA World Cup Brazil,X360,2014,Sports,Electronic Arts,0.15,0.25,0,0.03,0.42,74,29,4.4,93,EA Canada,E;
The Legend of Spyro: The Eternal Night,PS2,2007,Platform,Vivendi Games,0.21,0.16,0,0.05,0.42,54,18,5.4,28,Krome Studios,E10+;
Atelier Totori: The Adventurer of Arland,PS3,2010,Role-Playing,Nippon Ichi Software,0.12,0.06,0.21,0.03,0.42,74,19,6.7,109,Gust,T;
Mega Man Battle Network,GBA,2001,Role-Playing,Capcom,0.14,0.05,0.22,0.01,0.42,79,10,8.9,24,Capcom,E;
Juiced: Eliminator,PSP,2006,Racing,THQ,0.11,0.2,0,0.12,0.42,65,24,8.2,6,Juice Games,T;
NHL 2K6,PS2,2005,Sports,Take-Two Interactive,0.21,0.16,0,0.05,0.42,81,28,5.8,18,2K Sports,E10+;
Medal of Honor: Rising Sun,GC,2003,Shooter,Electronic Arts,0.33,0.09,0,0.01,0.42,68,24,6.4,13,EA LA,T;
The Sims,XB,2003,Simulation,Electronic Arts,0.31,0.1,0,0.01,0.42,84,17,6.9,20,Edge of Reality,T;
Dog's Life,PS2,2003,Adventure,Sony Computer Entertainment,0.21,0.16,0,0.05,0.42,64,19,3.1,157,Frontier Developments,T;
The X Files,PS,1999,Adventure,Sony Computer Entertainment,0.24,0.16,0,0.03,0.42,,,,,,;
Super Wagyan Land,SNES,1991,Action,Namco Bandai Games,0,0,0.42,0,0.42,,,,,,;
Rascal,PS,1998,Action,Psygnosis,0.24,0.16,0,0.03,0.42,,,,,,;
Tony Hawk's American Wasteland,GC,2005,Sports,Activision,0.33,0.08,0,0.01,0.42,76,26,7.7,15,Neversoft Entertainment,T;
Command & Conquer 3: Tiberium Wars,X360,2007,Strategy,Electronic Arts,0.35,0.04,0,0.03,0.42,,,,,,;
Sin and Punishment: Star Successor,Wii,2009,Shooter,Nintendo,0.19,0.14,0.06,0.03,0.42,,,,,,;
Crash: Mind Over Mutant,PSP,2008,Platform,Vivendi Games,0.11,0.2,0,0.11,0.42,,,6.5,8,Virtuos,E10+;
Ben 10 Alien Force: Vilgax Attacks,DS,2009,Action,D3Publisher,0.22,0.16,0,0.04,0.42,,,tbd,,D3Publisher,E;
Famicom Mini: Super Mario Bros. 2,GBA,2004,Platform,Nintendo,0,0,0.41,0.01,0.42,,,,,,;
Colony Wars,PS,1997,Simulation,Psygnosis,0.24,0.16,0,0.03,0.42,91,12,7.8,12,Psygnosis,E;
All-Star Baseball 2004,PS2,2003,Sports,Acclaim Entertainment,0.21,0.16,0,0.05,0.42,78,19,7.5,11,Acclaim Studios Austin,E;
Big Strike Bowling,PS,2003,Sports,Gotham Games,0.23,0.16,0,0.03,0.42,,,,,,;
Skylanders: SuperChargers,X360,2015,Action,Activision,0.25,0.13,0,0.04,0.42,,,5.4,5,Vicarious Visions,E10+;
Ben 10 Alien Force: Vilgax Attacks,PSP,2009,Action,D3Publisher,0.13,0.19,0,0.11,0.42,,,tbd,,Papaya Studios,E10+;
NASCAR Thunder 2002,PS,2001,Racing,Electronic Arts,0.23,0.16,0,0.03,0.42,69,8,6.9,10,Black Box,E;
Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.17,0,0.1,0.42,61,38,6.8,106,Armature Studio,T;
Zone of the Enders HD Collection,PS3,2012,Simulation,Konami Digital Entertainment,0.21,0.07,0.09,0.05,0.42,73,27,8,42,High Voltage Software,M;
Grandia,SAT,1997,Role-Playing,ESP,0,0,0.42,0,0.42,,,,,,;
2010 FIFA World Cup South Africa,Wii,2010,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.42,70,19,6.7,11,Electronic Arts,E;
ESPN NHL 2K5,XB,2004,Sports,Global Star,0.32,0.09,0,0.02,0.42,88,32,8.5,14,Kush Games,E;
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005,Misc,Konami Digital Entertainment,0.3,0.11,0,0.01,0.42,,,,,,;
Hot Wheels World Race,PS2,2003,Racing,THQ,0.21,0.16,0,0.05,0.42,55,5,7.7,9,Climax Group,E;
Avatar: The Last Airbender - The Burning Earth,PS2,2007,Action,THQ,0.21,0.16,0,0.05,0.42,,,,,,;
Superman: Shadow of Apokolips,PS2,2002,Action,Atari,0.21,0.16,0,0.05,0.42,64,22,7.2,9,Atari,E;
Trials Fusion,PS4,2014,Racing,Ubisoft,0.13,0.22,0.01,0.07,0.42,79,51,7.2,244,RedLynx,E10+;
American Chopper,PS2,2004,Racing,Zoo Digital Publishing,0.35,0.01,0,0.06,0.42,47,4,7.5,13,Creat Studios,T;
NASCAR Kart Racing,Wii,2009,Racing,Electronic Arts,0.39,0,0,0.03,0.42,70,12,8.1,9,Electronic Arts,E;
Star Wars Trilogy: Apprentice of the Force,GBA,2004,Action,Ubisoft,0.3,0.11,0,0.01,0.42,60,21,tbd,,Ubisoft,E;
Guitar Hero: Smash Hits,X360,2009,Misc,Activision,0.23,0.15,0,0.04,0.42,71,56,5.9,18,Beenox,T;
Lemony Snicket's A Series of Unfortunate Events,GBA,2004,Platform,Activision,0.3,0.11,0,0.01,0.42,72,8,8,4,Griptonite Games,E;
JGTC: All-Japan Grand Touring Car Championship,PS,1998,Racing,TYO,0.23,0.16,0,0.03,0.42,,,,,,;
Virtua Tennis 4: World Tour,PSV,2011,Sports,Sega,0.04,0.28,0.01,0.09,0.42,,,,,,;
Arc the Lad III,PS,1999,Role-Playing,Sony Computer Entertainment,0,0,0.39,0.03,0.42,,,,,,;
Just Dance: Summer Party,Wii,2011,Misc,Ubisoft,0.4,0,0,0.02,0.42,,,tbd,,Ubisoft,E10+;
SpongeBob's Truth or Square (US sales),DS,2009,Action,THQ,0.42,0,0,0,0.42,,,,,,;
Mobile Suit Gundam: Gundam vs. Gundam,PSP,2008,Fighting,Namco Bandai Games,0,0,0.42,0,0.42,,,,,,;
Test Drive,XB,2002,Racing,Atari,0.35,0.05,0,0.02,0.42,71,16,8.7,10,Pitbull Syndicate,T;
Jikkyou Powerful Pro Yakyuu 11,PS2,2004,Sports,Konami Digital Entertainment,0,0,0.42,0,0.42,,,,,,;
Petz: Horsez 2,Wii,2007,Simulation,Ubisoft,0.39,0,0,0.03,0.42,,,tbd,,Phoenix Games Studio,E;
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,2003,Action,THQ,0.21,0.16,0,0.05,0.42,,,,,,;
Pirates of the Caribbean: At World's End,PSP,2007,Action,Disney Interactive Studios,0.15,0.17,0,0.1,0.42,61,5,7,11,Eurocom Entertainment Software,T;
Dr. Mario 64,N64,2001,Puzzle,Nintendo,0.34,0.07,0,0,0.42,,,,,,;
Jikkyou Powerful Pro Yakyuu 6,N64,1999,Sports,Konami Digital Entertainment,0,0,0.39,0.03,0.42,,,,,,;
Army Men: Sarge's Heroes 2,N64,2000,Shooter,3DO,0.34,0.07,0,0,0.42,,,,,,;
Rush 2: Extreme Racing USA,N64,1998,Racing,Midway Games,0.35,0.06,0,0,0.42,,,,,,;
